type,client,tx,amount
deposit,624,6773,653.1215
deposit,643,6774,11.4893
deposit,175,6775,677.5451
deposit,803,6776,675.5052
deposit,723,6777,543.1014
deposit,967,6778,827.0829
deposit,107,6779,822.5184
deposit,36,6780,908.3308
deposit,575,6781,795.2249
deposit,772,6782,953.8617
deposit,845,6783,955.5161
deposit,101,6784,512.6558
deposit,638,6785,714.6918
deposit,397,6786,263.5374
deposit,518,6787,476.7053
deposit,351,6788,515.3894
deposit,437,6789,729.2378
deposit,209,6790,796.7742
deposit,7,6791,105.3514
deposit,712,6792,45.0570
deposit,265,6793,404.8552
deposit,875,6794,294.6350
deposit,748,6795,724.8593
deposit,967,6796,280.7278
deposit,751,6797,839.4129
deposit,873,6798,495.7262
deposit,593,6799,569.9940
deposit,709,6800,370.8594
deposit,934,6801,581.4757
deposit,230,6802,857.0689
deposit,94,6803,751.0779
deposit,154,6804,187.3321
deposit,252,6805,309.6638
deposit,863,6806,715.3094
deposit,700,6807,62.0629
deposit,599,6808,465.4346
deposit,715,6809,146.4543
deposit,304,6810,210.9134
deposit,830,6811,197.5334
deposit,495,6812,615.0696
deposit,179,6813,572.3311
deposit,1000,6814,37.4354
deposit,654,6815,512.2020
deposit,161,6816,155.1026
deposit,758,6817,985.0739
deposit,992,6818,913.1368
deposit,974,6819,589.1375
deposit,188,6820,423.0742
deposit,531,6821,184.6880
deposit,800,6822,626.2175
deposit,617,6823,260.3756
deposit,284,6824,936.2284
deposit,932,6825,73.6516
deposit,156,6826,680.5840
deposit,804,6827,792.8316
deposit,463,6828,816.3506
deposit,188,6829,855.5774
deposit,43,6830,587.1342
deposit,653,6831,573.2739
deposit,566,6832,930.4131
deposit,734,6833,315.0520
deposit,172,6834,369.7988
deposit,498,6835,533.7002
deposit,526,6836,547.0807
deposit,837,6837,873.4970
deposit,780,6838,908.5480
deposit,774,6839,185.7665
deposit,749,6840,255.7176
deposit,173,6841,742.5876
deposit,555,6842,869.6379
deposit,52,6843,432.9561
deposit,2,6844,599.8324
deposit,254,6845,755.2114
deposit,428,6846,570.8808
deposit,969,6847,671.2779
deposit,964,6848,978.1544
deposit,165,6849,143.6773
deposit,853,6850,474.4593
deposit,508,6851,101.7892
deposit,706,6852,359.5014
deposit,777,6853,264.2362
deposit,296,6854,359.0214
deposit,770,6855,623.6447
deposit,549,6856,824.1664
deposit,560,6857,688.0949
deposit,168,6858,53.0880
deposit,712,6859,160.3978
deposit,461,6860,846.8634
deposit,965,6861,31.0177
deposit,291,6862,933.7967
deposit,874,6863,227.8572
deposit,310,6864,257.8560
deposit,714,6865,454.2543
deposit,680,6866,882.7982
deposit,872,6867,115.3103
deposit,344,6868,190.0649
deposit,797,6869,145.2846
deposit,167,6870,273.6873
deposit,541,6871,238.4849
deposit,929,6872,55.0109
deposit,75,6873,519.7317
deposit,200,6874,176.8989
deposit,89,6875,578.7176
deposit,386,6876,481.4216
deposit,706,6877,133.3738
deposit,531,6878,180.2609
deposit,540,6879,625.3041
deposit,676,6880,106.9563
deposit,793,6881,328.8677
deposit,57,6882,793.6816
deposit,280,6883,143.2818
deposit,526,6884,293.5927
deposit,693,6885,302.0122
deposit,370,6886,683.6076
deposit,553,6887,717.6950
deposit,345,6888,591.3648
deposit,28,6889,642.6395
deposit,758,6890,396.6813
deposit,120,6891,833.0254
deposit,284,6892,834.3015
deposit,328,6893,926.1461
deposit,752,6894,319.4970
deposit,989,6895,282.5172
deposit,377,6896,918.7079
deposit,816,6897,932.3471
deposit,35,6898,820.4238
deposit,969,6899,184.1658
deposit,273,6900,107.9893
deposit,859,6901,342.8887
deposit,408,6902,890.4969
deposit,590,6903,679.3338
deposit,230,6904,505.7233
deposit,380,6905,823.1391
deposit,816,6906,668.1019
deposit,640,6907,703.7967
deposit,56,6908,411.3360
deposit,446,6909,336.8464
deposit,731,6910,532.8998
deposit,687,6911,240.0347
deposit,665,6912,849.6018
deposit,649,6913,119.8669
deposit,727,6914,333.7282
deposit,311,6915,142.4424
deposit,708,6916,357.3763
deposit,404,6917,839.2903
deposit,58,6918,845.9895
deposit,932,6919,788.7738
deposit,558,6920,568.8158
deposit,367,6921,439.2421
deposit,944,6922,572.4764
deposit,137,6923,840.3688
deposit,863,6924,490.6651
deposit,476,6925,413.2709
deposit,152,6926,344.1134
deposit,695,6927,586.2605
deposit,354,6928,804.8504
deposit,891,6929,684.3821
deposit,518,6930,712.7228
deposit,317,6931,274.3127
deposit,41,6932,709.8276
deposit,244,6933,258.5906
deposit,39,6934,270.9042
deposit,456,6935,714.0559
deposit,723,6936,527.1267
deposit,934,6937,771.6064
deposit,906,6938,523.6531
deposit,666,6939,254.0471
deposit,697,6940,607.4070
deposit,818,6941,684.5133
deposit,755,6942,455.2739
deposit,950,6943,327.7035
deposit,142,6944,704.5480
deposit,847,6945,147.2098
deposit,787,6946,691.6207
deposit,535,6947,866.1976
deposit,657,6948,363.7065
deposit,884,6949,135.8695
deposit,718,6950,140.1306
deposit,650,6951,500.4716
deposit,438,6952,729.9566
deposit,786,6953,793.3291
deposit,616,6954,164.2196
deposit,178,6955,892.8654
deposit,847,6956,672.4105
deposit,200,6957,85.3400
deposit,147,6958,775.1536
deposit,332,6959,772.1828
deposit,811,6960,899.9374
deposit,860,6961,588.8231
deposit,300,6962,65.0292
deposit,906,6963,693.6655
deposit,31,6964,371.6052
deposit,484,6965,653.0392
deposit,543,6966,708.8782
deposit,615,6967,291.0560
deposit,703,6968,158.2179
deposit,939,6969,546.0002
deposit,909,6970,896.1713
deposit,557,6971,134.6199
deposit,878,6972,416.7340
deposit,30,6973,285.2647
deposit,923,6974,152.3088
deposit,488,6975,401.5239
deposit,66,6976,998.7599
deposit,207,6977,669.9454
deposit,330,6978,824.6583
deposit,897,6979,245.9418
deposit,669,6980,926.8047
deposit,438,6981,500.8590
deposit,520,6982,770.5285
deposit,516,6983,563.2309
deposit,1,6984,28.1075
deposit,500,6985,287.2548
deposit,920,6986,604.3945
deposit,528,6987,923.9103
deposit,316,6988,360.6888
deposit,392,6989,357.6206
deposit,350,6990,692.1146
deposit,882,6991,954.3583
deposit,690,6992,774.8982
deposit,446,6993,319.9575
deposit,375,6994,827.5176
deposit,84,6995,173.5603
deposit,817,6996,124.8185
deposit,946,6997,506.2677
deposit,424,6998,92.6186
deposit,145,6999,360.6270
deposit,486,7000,621.0572
deposit,599,7001,577.0969
deposit,551,7002,936.7673
deposit,144,7003,297.5722
deposit,586,7004,967.3290
deposit,839,7005,115.3606
deposit,636,7006,823.2575
deposit,657,7007,658.1820
deposit,86,7008,842.7492
deposit,750,7009,828.1856
deposit,813,7010,400.4846
deposit,155,7011,199.8068
deposit,634,7012,883.8389
deposit,718,7013,188.9479
deposit,283,7014,949.1991
deposit,689,7015,657.9334
deposit,739,7016,713.6287
deposit,426,7017,134.2452
deposit,837,7018,411.6532
deposit,297,7019,209.5272
deposit,882,7020,545.2592
deposit,483,7021,562.2837
deposit,285,7022,732.7982
deposit,974,7023,256.1527
deposit,579,7024,998.1163
deposit,270,7025,528.8023
deposit,802,7026,875.8683
deposit,242,7027,908.2795
deposit,243,7028,180.8934
deposit,939,7029,10.3027
deposit,771,7030,971.6340
deposit,216,7031,733.4833
deposit,532,7032,658.8214
deposit,273,7033,563.6293
deposit,935,7034,736.8558
deposit,772,7035,983.2960
deposit,3,7036,565.0806
deposit,449,7037,640.2340
deposit,747,7038,271.0693
deposit,324,7039,430.4566
deposit,433,7040,757.6402
deposit,57,7041,468.4204
deposit,468,7042,718.4485
deposit,538,7043,742.8172
deposit,270,7044,359.1268
deposit,383,7045,409.0638
deposit,77,7046,154.7121
deposit,446,7047,621.1295
deposit,113,7048,330.9409
deposit,210,7049,61.0267
deposit,660,7050,192.0264
deposit,444,7051,933.8506
deposit,210,7052,594.9910
deposit,250,7053,959.1206
deposit,677,7054,130.1143
deposit,486,7055,389.0228
deposit,292,7056,844.5470
deposit,684,7057,156.8831
deposit,334,7058,154.7973
deposit,895,7059,57.4112
deposit,783,7060,692.1621
deposit,277,7061,732.5205
deposit,578,7062,785.7200
deposit,778,7063,157.4160
deposit,14,7064,998.2099
deposit,327,7065,542.1259
deposit,207,7066,418.8626
deposit,378,7067,397.4444
deposit,729,7068,833.8662
deposit,102,7069,982.5999
deposit,118,7070,648.4832
deposit,637,7071,729.4632
deposit,824,7072,845.8531
deposit,203,7073,389.0699
deposit,937,7074,127.5105
deposit,15,7075,663.0064
deposit,840,7076,194.0229
deposit,279,7077,243.6498
deposit,30,7078,556.5587
deposit,28,7079,474.5267
deposit,623,7080,753.3043
deposit,669,7081,669.6255
deposit,552,7082,217.6469
deposit,777,7083,464.3667
deposit,337,7084,292.1457
deposit,428,7085,509.4166
deposit,272,7086,686.5328
deposit,947,7087,701.4007
deposit,516,7088,745.4930
deposit,697,7089,347.3248
deposit,286,7090,972.1784
deposit,150,7091,135.5220
deposit,967,7092,436.3266
deposit,482,7093,71.8962
deposit,629,7094,235.4336
deposit,628,7095,531.0067
deposit,464,7096,565.8029
deposit,381,7097,794.5391
deposit,849,7098,862.6221
deposit,988,7099,808.2692
deposit,176,7100,715.9952
deposit,355,7101,754.8028
deposit,548,7102,908.5066
deposit,431,7103,907.1988
deposit,608,7104,204.7568
deposit,65,7105,435.7333
deposit,110,7106,412.4192
deposit,277,7107,721.2335
deposit,4,7108,694.2347
deposit,965,7109,400.2849
deposit,186,7110,349.2481
deposit,955,7111,974.7176
deposit,273,7112,455.1589
deposit,395,7113,175.6507
deposit,929,7114,510.3504
deposit,849,7115,437.0705
deposit,714,7116,519.7294
deposit,33,7117,941.6928
deposit,723,7118,74.2280
deposit,416,7119,549.4357
deposit,11,7120,816.9281
deposit,244,7121,542.0961
deposit,876,7122,294.9323
deposit,847,7123,137.2332
deposit,157,7124,95.4467
deposit,916,7125,43.4471
deposit,728,7126,470.0946
deposit,261,7127,922.9264
deposit,798,7128,626.1677
deposit,512,7129,551.8153
deposit,795,7130,586.8782
deposit,936,7131,328.3612
deposit,113,7132,865.6720
deposit,823,7133,435.1650
deposit,348,7134,126.5265
deposit,573,7135,767.8340
deposit,296,7136,94.5389
deposit,627,7137,661.2023
deposit,202,7138,135.1554
deposit,178,7139,585.7307
deposit,60,7140,256.8067
deposit,999,7141,402.0597
deposit,664,7142,213.4442
deposit,525,7143,901.7181
deposit,447,7144,970.1153
deposit,203,7145,535.0304
deposit,33,7146,554.5544
deposit,448,7147,158.3061
deposit,449,7148,398.2456
deposit,158,7149,35.8717
deposit,658,7150,675.6535
deposit,90,7151,554.8446
deposit,105,7152,193.0554
deposit,306,7153,883.6072
deposit,708,7154,985.4786
deposit,316,7155,180.6449
deposit,905,7156,381.5883
deposit,523,7157,649.8566
deposit,81,7158,106.7709
deposit,388,7159,539.3152
deposit,348,7160,356.6998
deposit,923,7161,419.1711
deposit,626,7162,139.5182
deposit,270,7163,900.3935
deposit,366,7164,995.7686
deposit,975,7165,468.3289
deposit,698,7166,849.4685
deposit,505,7167,480.5909
deposit,100,7168,642.1044
deposit,318,7169,458.8229
deposit,10,7170,402.2221
deposit,700,7171,603.3457
deposit,867,7172,205.3893
deposit,374,7173,303.9886
deposit,9,7174,715.6762
deposit,120,7175,962.6092
deposit,994,7176,230.6392
deposit,543,7177,918.3686
deposit,743,7178,30.5724
deposit,749,7179,849.0112
deposit,980,7180,735.4035
deposit,421,7181,574.8481
deposit,556,7182,968.9928
deposit,112,7183,704.4032
deposit,686,7184,884.1990
deposit,557,7185,348.7340
deposit,557,7186,546.2316
deposit,161,7187,146.2570
deposit,524,7188,473.2113
deposit,829,7189,378.2369
deposit,664,7190,86.6330
deposit,810,7191,643.4910
deposit,220,7192,208.6970
deposit,152,7193,727.3394
deposit,844,7194,243.3274
deposit,177,7195,282.2272
deposit,35,7196,980.9275
deposit,470,7197,582.1208
deposit,911,7198,506.6289
deposit,827,7199,14.8936
deposit,811,7200,728.8489
deposit,565,7201,421.0706
deposit,110,7202,258.4298
deposit,204,7203,755.0182
deposit,717,7204,188.9035
deposit,999,7205,64.4751
deposit,369,7206,791.3702
deposit,95,7207,893.1233
deposit,295,7208,311.1277
deposit,46,7209,814.7281
deposit,980,7210,812.8540
deposit,399,7211,617.3105
deposit,19,7212,115.1536
deposit,102,7213,681.9557
deposit,889,7214,101.2824
deposit,85,7215,925.9567
deposit,148,7216,16.2361
deposit,485,7217,958.9290
deposit,385,7218,257.3021
deposit,432,7219,549.4266
deposit,381,7220,845.3663
deposit,401,7221,512.7442
deposit,317,7222,203.8063
deposit,314,7223,482.4368
deposit,425,7224,809.7516
deposit,392,7225,733.7951
deposit,196,7226,723.7687
deposit,889,7227,664.0083
deposit,264,7228,94.6242
deposit,918,7229,481.9524
deposit,366,7230,323.9772
deposit,745,7231,767.4517
deposit,975,7232,712.0917
deposit,698,7233,739.4206
deposit,54,7234,648.5559
deposit,228,7235,857.6379
deposit,203,7236,113.6701
deposit,570,7237,458.8367
deposit,791,7238,310.2399
deposit,499,7239,511.3736
deposit,657,7240,90.7376
deposit,518,7241,837.7471
deposit,114,7242,283.8014
deposit,661,7243,148.5249
deposit,199,7244,831.5782
deposit,476,7245,918.4784
deposit,614,7246,413.3761
deposit,416,7247,906.7876
deposit,392,7248,673.4179
deposit,352,7249,908.7962
deposit,511,7250,419.6069
deposit,107,7251,553.0751
deposit,210,7252,323.3435
deposit,431,7253,361.2426
deposit,568,7254,365.4704
deposit,930,7255,374.6209
deposit,988,7256,687.2722
deposit,702,7257,711.9817
deposit,705,7258,632.2730
deposit,562,7259,541.7223
deposit,156,7260,66.5404
deposit,464,7261,883.8392
deposit,321,7262,993.0698
deposit,76,7263,798.1289
deposit,809,7264,462.0884
deposit,631,7265,260.7393
deposit,69,7266,344.2107
deposit,838,7267,465.3914
deposit,317,7268,629.6136
deposit,360,7269,100.0588
deposit,591,7270,837.5395
deposit,921,7271,940.1141
deposit,967,7272,868.4862
deposit,53,7273,94.1180
deposit,855,7274,160.1026
deposit,492,7275,147.9986
deposit,932,7276,850.1181
deposit,150,7277,275.5278
deposit,749,7278,604.2659
deposit,760,7279,289.9466
deposit,186,7280,609.3071
deposit,70,7281,298.4675
deposit,106,7282,280.3150
deposit,800,7283,126.2758
deposit,48,7284,191.5587
deposit,638,7285,197.8647
deposit,352,7286,211.4731
deposit,509,7287,366.2629
deposit,838,7288,294.7291
deposit,506,7289,839.4008
deposit,817,7290,187.7058
deposit,352,7291,372.1254
deposit,801,7292,331.8171
deposit,286,7293,780.4837
deposit,834,7294,666.0727
deposit,815,7295,408.3295
deposit,134,7296,610.5790
deposit,645,7297,283.9813
deposit,101,7298,144.0846
deposit,203,7299,465.5306
deposit,69,7300,723.8146
deposit,125,7301,387.4837
deposit,758,7302,205.0647
deposit,165,7303,514.1802
deposit,732,7304,734.2631
deposit,443,7305,503.4512
deposit,399,7306,674.5696
deposit,567,7307,738.3334
deposit,303,7308,188.3202
deposit,608,7309,69.4174
deposit,216,7310,937.6443
deposit,250,7311,594.5330
deposit,369,7312,946.0926
deposit,434,7313,966.0760
deposit,273,7314,538.9716
deposit,564,7315,756.3699
deposit,320,7316,47.3927
deposit,368,7317,473.3228
deposit,436,7318,279.3343
deposit,989,7319,209.3142
deposit,861,7320,709.2476
deposit,629,7321,701.4432
deposit,772,7322,795.6391
deposit,289,7323,507.0901
deposit,193,7324,139.2777
deposit,994,7325,237.6812
deposit,8,7326,280.4217
deposit,481,7327,286.8184
deposit,191,7328,437.2016
deposit,517,7329,38.6629
deposit,827,7330,795.7523
deposit,690,7331,630.7939
deposit,876,7332,449.6834
deposit,369,7333,232.7829
deposit,582,7334,102.8807
deposit,655,7335,770.2907
deposit,871,7336,464.2430
deposit,117,7337,975.7094
deposit,767,7338,703.0340
deposit,708,7339,388.8961
deposit,230,7340,105.0786
deposit,849,7341,456.3168
deposit,179,7342,334.8077
deposit,938,7343,796.4696
deposit,139,7344,197.4946
deposit,877,7345,46.7200
deposit,808,7346,285.6470
deposit,757,7347,369.5249
deposit,558,7348,654.5689
deposit,831,7349,767.1298
deposit,472,7350,221.9835
deposit,305,7351,744.7613
deposit,848,7352,124.8309
deposit,598,7353,70.1543
deposit,920,7354,340.3841
deposit,860,7355,291.0415
deposit,431,7356,820.3760
deposit,87,7357,32.5679
deposit,508,7358,179.6120
deposit,707,7359,115.1478
deposit,259,7360,183.3739
deposit,699,7361,322.6944
deposit,237,7362,394.8729
deposit,739,7363,270.6234
deposit,539,7364,479.1016
deposit,921,7365,570.9636
deposit,654,7366,790.5092
deposit,433,7367,973.5692
deposit,135,7368,974.6658
deposit,944,7369,607.6719
deposit,286,7370,958.8412
deposit,439,7371,666.1296
deposit,507,7372,239.2961
deposit,252,7373,855.4597
deposit,391,7374,555.4853
deposit,584,7375,681.6038
deposit,377,7376,218.0985
deposit,583,7377,310.6288
deposit,99,7378,63.7558
deposit,724,7379,974.6080
deposit,911,7380,623.0502
deposit,779,7381,936.5336
deposit,156,7382,767.4065
deposit,285,7383,414.2399
deposit,91,7384,710.8801
deposit,389,7385,48.5944
deposit,387,7386,638.3054
deposit,388,7387,924.0789
deposit,394,7388,394.9033
deposit,667,7389,26.5705
deposit,186,7390,944.4004
deposit,185,7391,491.3111
deposit,826,7392,578.7692
deposit,240,7393,244.1458
deposit,64,7394,960.0713
deposit,700,7395,915.0503
deposit,484,7396,910.6287
deposit,229,7397,993.4202
deposit,907,7398,432.7781
deposit,893,7399,896.0329
deposit,830,7400,95.1273
deposit,367,7401,643.0959
deposit,160,7402,699.1903
deposit,928,7403,625.0376
deposit,169,7404,655.8065
deposit,271,7405,257.7535
deposit,60,7406,772.6235
deposit,828,7407,891.0098
deposit,187,7408,828.7944
deposit,509,7409,139.2939
deposit,298,7410,521.1305
deposit,999,7411,663.8478
deposit,743,7412,349.8063
deposit,754,7413,821.3206
deposit,387,7414,416.1580
deposit,684,7415,372.1646
deposit,920,7416,302.0036
deposit,834,7417,473.4207
deposit,135,7418,287.0184
deposit,186,7419,281.5761
deposit,705,7420,355.8170
deposit,619,7421,228.7319
deposit,951,7422,271.2353
deposit,145,7423,630.5299
deposit,232,7424,756.3090
deposit,150,7425,727.8316
deposit,154,7426,135.5443
deposit,121,7427,873.4675
deposit,217,7428,695.7635
deposit,51,7429,393.4364
deposit,985,7430,600.1461
deposit,873,7431,627.8141
deposit,659,7432,832.1018
deposit,862,7433,973.6494
deposit,524,7434,160.3684
deposit,923,7435,114.7687
deposit,898,7436,45.2030
deposit,875,7437,162.4944
deposit,498,7438,347.8669
deposit,521,7439,871.3803
deposit,470,7440,162.1270
deposit,31,7441,335.2989
deposit,977,7442,836.2882
deposit,713,7443,150.8443
deposit,159,7444,386.9687
deposit,896,7445,807.3629
deposit,856,7446,857.5501
deposit,459,7447,234.9979
deposit,584,7448,689.0914
deposit,206,7449,549.5819
deposit,314,7450,741.2484
deposit,82,7451,432.9463
deposit,325,7452,583.5480
deposit,589,7453,841.8381
deposit,722,7454,578.9994
deposit,757,7455,992.4223
deposit,642,7456,503.8420
deposit,891,7457,248.0325
deposit,289,7458,341.1900
deposit,909,7459,655.0662
deposit,627,7460,610.6577
deposit,236,7461,288.4926
deposit,139,7462,329.9610
deposit,154,7463,195.9972
deposit,368,7464,841.6259
deposit,201,7465,154.8202
deposit,503,7466,578.8285
deposit,523,7467,850.2987
deposit,967,7468,349.4430
deposit,828,7469,323.8802
deposit,884,7470,765.1818
deposit,858,7471,178.0393
deposit,125,7472,292.7204
deposit,374,7473,179.0459
deposit,169,7474,982.4398
deposit,732,7475,412.2880
deposit,627,7476,96.7801
deposit,159,7477,890.9282
deposit,34,7478,943.0655
deposit,139,7479,206.0880
deposit,163,7480,677.6443
deposit,536,7481,58.2918
deposit,438,7482,15.9930
deposit,549,7483,482.7680
deposit,43,7484,445.5227
deposit,333,7485,813.7155
deposit,153,7486,230.7670
deposit,582,7487,75.6221
deposit,319,7488,25.3610
deposit,304,7489,205.9513
deposit,551,7490,158.8778
deposit,490,7491,363.1146
deposit,105,7492,975.2168
deposit,546,7493,980.8111
deposit,419,7494,298.3089
deposit,214,7495,289.1412
deposit,228,7496,374.0356
deposit,407,7497,134.3619
deposit,37,7498,235.0904
deposit,214,7499,211.4451
deposit,770,7500,438.8779
deposit,250,7501,989.2059
deposit,776,7502,963.5397
deposit,814,7503,930.0701
deposit,747,7504,730.7775
deposit,285,7505,692.9764
deposit,194,7506,137.3380
deposit,220,7507,676.9569
deposit,807,7508,947.9814
deposit,38,7509,870.5895
deposit,890,7510,600.9642
deposit,689,7511,518.1197
deposit,29,7512,492.0986
deposit,500,7513,925.4668
deposit,584,7514,365.9211
deposit,259,7515,901.0296
deposit,250,7516,172.5550
deposit,946,7517,552.4219
deposit,785,7518,865.2001
deposit,737,7519,727.1271
deposit,178,7520,472.6845
deposit,881,7521,595.3687
deposit,206,7522,195.6731
deposit,887,7523,275.3985
deposit,636,7524,174.5732
deposit,450,7525,797.8818
deposit,784,7526,535.0738
deposit,402,7527,213.8723
deposit,467,7528,562.2520
deposit,160,7529,85.8946
deposit,343,7530,198.4644
deposit,633,7531,663.1524
deposit,278,7532,449.7739
deposit,378,7533,294.4335
deposit,10,7534,650.3547
deposit,672,7535,953.0522
deposit,467,7536,534.8220
deposit,780,7537,159.7057
deposit,864,7538,134.0272
deposit,352,7539,45.5795
deposit,570,7540,555.1213
deposit,427,7541,30.0606
deposit,879,7542,838.1324
deposit,216,7543,585.8350
deposit,786,7544,611.9248
deposit,323,7545,104.7342
deposit,341,7546,402.8297
deposit,776,7547,998.6557
deposit,917,7548,471.7161
deposit,369,7549,376.2664
deposit,794,7550,33.1238
deposit,936,7551,217.6222
deposit,141,7552,474.9890
deposit,415,7553,639.3760
deposit,681,7554,362.9541
deposit,227,7555,787.2536
deposit,460,7556,604.9958
deposit,110,7557,662.0348
deposit,28,7558,442.9349
deposit,962,7559,590.8572
deposit,215,7560,660.2914
deposit,24,7561,423.9175
deposit,919,7562,450.7765
deposit,543,7563,519.2329
deposit,575,7564,173.0631
deposit,209,7565,20.3027
deposit,240,7566,534.8675
deposit,156,7567,94.9835
deposit,409,7568,883.8279
deposit,766,7569,241.8858
deposit,690,7570,199.0066
deposit,332,7571,878.0359
deposit,154,7572,904.2814
deposit,115,7573,855.6594
deposit,826,7574,436.1138
deposit,638,7575,137.3149
deposit,510,7576,442.0935
deposit,497,7577,132.0341
deposit,975,7578,924.2196
deposit,673,7579,715.3147
deposit,100,7580,783.5683
deposit,271,7581,887.3116
deposit,918,7582,771.5866
deposit,187,7583,742.9951
deposit,210,7584,660.2393
deposit,910,7585,376.8913
deposit,886,7586,106.1248
deposit,151,7587,201.9172
deposit,385,7588,923.4800
deposit,407,7589,400.2216
deposit,457,7590,560.8510
deposit,481,7591,138.6238
deposit,220,7592,817.7547
deposit,760,7593,571.1003
deposit,480,7594,703.7806
deposit,537,7595,76.2453
deposit,553,7596,575.8926
deposit,243,7597,763.1504
deposit,585,7598,233.8103
deposit,717,7599,454.4690
deposit,692,7600,936.9055
deposit,699,7601,18.0811
deposit,740,7602,110.5791
deposit,292,7603,157.3640
deposit,785,7604,966.0088
deposit,863,7605,610.5319
deposit,14,7606,750.0944
deposit,583,7607,41.6887
deposit,320,7608,835.3879
deposit,701,7609,864.1105
deposit,62,7610,842.2514
deposit,663,7611,155.5738
deposit,183,7612,425.9968
deposit,77,7613,982.4808
deposit,462,7614,632.1891
deposit,934,7615,278.2900
deposit,437,7616,395.9976
deposit,49,7617,802.0428
deposit,986,7618,686.1582
deposit,85,7619,956.7092
deposit,880,7620,40.5538
deposit,667,7621,109.7208
deposit,529,7622,64.1567
deposit,813,7623,845.0033
deposit,80,7624,628.9152
deposit,239,7625,26.3803
deposit,197,7626,346.1038
deposit,835,7627,98.6610
deposit,351,7628,765.2515
deposit,285,7629,461.1817
deposit,965,7630,94.6418
deposit,661,7631,939.5784
deposit,470,7632,973.0214
deposit,319,7633,355.1192
deposit,218,7634,756.0613
deposit,606,7635,687.8839
deposit,484,7636,441.6363
deposit,632,7637,202.0745
deposit,273,7638,110.3396
deposit,577,7639,437.5211
deposit,820,7640,762.5640
deposit,268,7641,902.8646
deposit,144,7642,247.2991
deposit,437,7643,824.9307
deposit,279,7644,925.5317
deposit,902,7645,987.3204
deposit,181,7646,383.6386
deposit,777,7647,717.2046
deposit,386,7648,83.7287
deposit,869,7649,574.4177
deposit,952,7650,440.7841
deposit,112,7651,603.1198
deposit,879,7652,181.8356
deposit,335,7653,818.6636
deposit,841,7654,442.0145
deposit,773,7655,528.5812
deposit,132,7656,864.0971
deposit,29,7657,934.9492
deposit,481,7658,16.6450
deposit,407,7659,851.2230
deposit,952,7660,306.2025
deposit,512,7661,239.2284
deposit,832,7662,845.5501
deposit,858,7663,56.3366
deposit,282,7664,668.0965
deposit,17,7665,408.4031
deposit,595,7666,619.4448
deposit,759,7667,287.5844
deposit,323,7668,754.4319
deposit,188,7669,323.5842
deposit,376,7670,863.3842
deposit,810,7671,48.5279
deposit,365,7672,534.8803
deposit,267,7673,236.1664
deposit,932,7674,265.7822
deposit,788,7675,133.3364
deposit,855,7676,454.7634
deposit,638,7677,328.9673
deposit,98,7678,934.2169
deposit,863,7679,434.9899
deposit,463,7680,125.8606
deposit,455,7681,353.7812
deposit,472,7682,524.5339
deposit,99,7683,865.2362
deposit,152,7684,22.1845
deposit,753,7685,701.8197
deposit,604,7686,255.9692
deposit,354,7687,417.6467
deposit,825,7688,953.6581
deposit,108,7689,102.0702
deposit,840,7690,152.1339
deposit,511,7691,16.0354
deposit,73,7692,353.5124
deposit,610,7693,670.5179
deposit,336,7694,328.1374
deposit,154,7695,898.6723
deposit,525,7696,423.3171
deposit,933,7697,937.6466
deposit,239,7698,110.1287
deposit,907,7699,923.1481
deposit,888,7700,683.5295
deposit,492,7701,95.3567
deposit,101,7702,286.4271
deposit,633,7703,886.7410
deposit,652,7704,385.6003
deposit,35,7705,370.8319
deposit,139,7706,664.8962
deposit,312,7707,870.7251
deposit,124,7708,615.6170
deposit,636,7709,92.3361
deposit,931,7710,927.2089
deposit,803,7711,77.1008
deposit,936,7712,502.0020
deposit,830,7713,547.2844
deposit,153,7714,369.4141
deposit,693,7715,520.7297
deposit,842,7716,306.5103
deposit,827,7717,461.6384
deposit,7,7718,350.3077
deposit,524,7719,107.9039
deposit,88,7720,621.1791
deposit,693,7721,258.1582
deposit,675,7722,885.9532
deposit,935,7723,86.5064
deposit,100,7724,885.1609
deposit,740,7725,841.0540
deposit,24,7726,363.4708
deposit,810,7727,670.5296
deposit,387,7728,639.0840
deposit,413,7729,894.5874
deposit,803,7730,331.8998
deposit,345,7731,491.0934
deposit,550,7732,623.5921
deposit,59,7733,477.4040
deposit,154,7734,213.2553
deposit,486,7735,84.5762
deposit,856,7736,808.1306
deposit,906,7737,958.0774
deposit,6,7738,90.9808
deposit,173,7739,279.8443
deposit,142,7740,678.1135
deposit,421,7741,68.0623
deposit,177,7742,570.0837
deposit,349,7743,929.9406
deposit,253,7744,978.2749
deposit,21,7745,326.1261
deposit,382,7746,126.5276
deposit,971,7747,890.1912
deposit,183,7748,287.5963
deposit,352,7749,170.3647
deposit,54,7750,454.9734
deposit,514,7751,791.4987
deposit,526,7752,493.0492
deposit,584,7753,394.3986
deposit,998,7754,876.5063
deposit,629,7755,451.2976
deposit,661,7756,227.4726
deposit,19,7757,989.4398
deposit,126,7758,502.9024
deposit,451,7759,610.3577
deposit,429,7760,565.0696
deposit,112,7761,333.3924
deposit,708,7762,147.1804
deposit,672,7763,478.1270
deposit,108,7764,506.9896
deposit,16,7765,436.3517
deposit,648,7766,428.9539
deposit,152,7767,766.4451
deposit,402,7768,245.1485
deposit,166,7769,396.3159
deposit,909,7770,568.7293
deposit,206,7771,993.0285
